Name:,Test Input,
Type:,Fitts's Law Simulation ,
Hand:,right,
Gain:,3,
,
Total Time,Cube Number,Time for Cube,,Number of Collisions,Time Colliding,Distance,,Player X,Player Y,Player Z,,Cube X,Cube Y, Cube Z,,
1.022583,1,0.04450348,,0,0,99.77694,,-49.60608,51.41726,144.338,,50,50,150,,
1.03367,1,0.05558973,,0,0,99.65013,,-49.47983,51.39329,144.3457,,50,50,150,,
1.044769,1,0.06668963,,0,0,99.40862,,-49.22762,51.24177,144.134,,50,50,150,,
1.055918,1,0.07783733,,0,0,99.22594,,-49.04226,51.14693,144.0752,,50,50,150,,
1.066999,1,0.08891992,,0,0,99.06226,,-48.87589,51.03945,144.0159,,50,50,150,,
1.078207,1,0.1001273,,0,0,98.95157,,-48.76321,50.93835,143.97,,50,50,150,,
1.089464,1,0.1113843,,0,0,98.98326,,-48.79752,50.91862,144.0091,,50,50,150,,
1.100353,1,0.122274,,0,0,98.87803,,-48.69101,50.82624,143.9777,,50,50,150,,
1.111546,1,0.1334658,,0,0,98.7358,,-48.55045,50.78036,144.0034,,50,50,150,,
1.122591,1,0.1445104,,0,0,98.58371,,-48.40063,50.80769,144.0493,,50,50,150,,
1.133726,1,0.1556459,,0,0,98.41906,,-48.24025,50.81602,144.1264,,50,50,150,,
1.144838,1,0.1667585,,0,0,98.30901,,-48.13498,50.84769,144.2147,,50,50,150,,
1.155985,1,0.1779042,,0,0,98.20649,,-48.03655,50.85968,144.2895,,50,50,150,,
1.167122,1,0.1890409,,0,0,98.11539,,-47.94983,50.86972,144.3694,,50,50,150,,
1.178175,1,0.200095,,0,0,97.88837,,-47.73368,50.90801,144.5746,,50,50,150,,
1.189356,1,0.2112766,,0,0,97.6261,,-47.48509,50.98703,144.8485,,50,50,150,,
1.200287,1,0.2222078,,0,0,97.24859,,-47.12165,51.11415,145.1593,,50,50,150,,
1.21151,1,0.2334301,,0,0,96.65279,,-46.54247,51.32486,145.5775,,50,50,150,,
1.222584,1,0.2445042,,0,0,95.90635,,-45.81314,51.57026,146.0752,,50,50,150,,
1.233709,1,0.2556289,,0,0,94.90356,,-44.82939,51.88507,146.757,,50,50,150,,
1.244776,1,0.2666964,,0,0,93.6951,,-43.63713,52.24605,147.5887,,50,50,150,,
1.256094,1,0.2780133,,0,0,92.38442,,-42.33487,52.63004,148.5048,,50,50,150,,
1.267004,1,0.288924,,0,0,90.83388,,-40.78039,53.09514,149.6335,,50,50,150,,
1.278145,1,0.3000646,,0,0,89.23772,,-39.16295,53.55464,150.8388,,50,50,150,,
1.289213,1,0.3111336,,0,0,87.49566,,-37.37506,54.0275,152.2064,,50,50,150,,
1.300434,1,0.3223546,,0,0,85.72646,,-35.53505,54.46319,153.5862,,50,50,150,,
1.311508,1,0.3334275,,0,0,83.80259,,-33.51363,54.81151,155.0196,,50,50,150,,
1.322548,1,0.3444689,,0,0,81.85223,,-31.43734,55.11708,156.447,,50,50,150,,
1.333654,1,0.3555744,,0,0,79.77589,,-29.20118,55.33736,157.9295,,50,50,150,,
1.344841,1,0.3667614,,0,0,77.64884,,-26.87027,55.51465,159.4812,,50,50,150,,
1.355871,1,0.3777906,,0,0,75.512,,-24.47935,55.70349,161.0616,,50,50,150,,
1.367172,1,0.3890921,,0,0,73.25936,,-21.92222,55.8271,162.6559,,50,50,150,,
1.378151,1,0.4000713,,0,0,71.03252,,-19.33885,55.92973,164.2332,,50,50,150,,
1.389269,1,0.4111885,,0,0,68.78023,,-16.67233,55.9609,165.811,,50,50,150,,
1.400385,1,0.4223058,,0,0,66.59341,,-14.00971,55.93943,167.3828,,50,50,150,,
1.411589,1,0.4335078,,0,0,64.44483,,-11.30628,55.81331,168.9969,,50,50,150,,
1.422533,1,0.4444522,,0,0,62.41135,,-8.592956,55.71039,170.7228,,50,50,150,,
1.433868,1,0.4557876,,0,0,60.4685,,-5.807703,55.67242,172.578,,50,50,150,,
1.444796,1,0.4667149,,0,0,58.65001,,-3.028088,55.6652,174.408,,50,50,150,,
1.455908,1,0.477827,,0,0,56.94488,,-0.2180462,55.69561,176.2379,,50,50,150,,
1.466988,1,0.4889069,,0,0,55.37092,,2.596555,55.71204,178.0397,,50,50,150,,
1.478115,1,0.5000361,,0,0,53.96605,,5.373973,55.70641,179.8042,,50,50,150,,
1.489202,1,0.5111218,,0,0,52.73137,,8.121978,55.65121,181.5419,,50,50,150,,
1.500349,1,0.5222695,,0,0,51.69916,,10.82059,55.57622,183.2668,,50,50,150,,
1.511532,1,0.5334523,,0,0,50.90921,,13.38251,55.49361,184.9389,,50,50,150,,
1.522652,1,0.5445724,,0,0,50.30826,,15.88652,55.41061,186.5775,,50,50,150,,
1.533716,1,0.5556358,,0,0,49.86664,,18.32231,55.3748,188.1355,,50,50,150,,
1.544794,1,0.5667142,,0,0,49.60314,,20.75803,55.40534,189.7009,,50,50,150,,
1.555887,1,0.5778073,,0,0,49.51534,,23.2231,55.47234,191.2895,,50,50,150,,
1.567055,1,0.5889742,,0,0,49.60327,,25.70075,55.62339,192.8767,,50,50,150,,
1.578167,1,0.600087,,0,0,49.7943,,28.21603,55.78907,194.4007,,50,50,150,,
1.58934,1,0.6112596,,0,0,50.0812,,30.68722,55.98811,195.818,,50,50,150,,
1.600468,1,0.6223873,,0,0,50.52038,,33.07174,56.18831,197.1958,,50,50,150,,
1.61157,1,0.6334906,,0,0,51.10559,,35.35892,56.39153,198.5445,,50,50,150,,
1.622662,1,0.6445822,,0,0,51.85167,,37.537,56.62471,199.8937,,50,50,150,,
1.63376,1,0.6556799,,0,0,52.75844,,39.64525,56.90461,201.2695,,50,50,150,,
1.644911,1,0.666831,,0,0,53.83388,,41.75451,57.21119,202.7077,,50,50,150,,
1.65592,1,0.6778405,,0,0,55.03741,,43.90754,57.53357,204.1779,,50,50,150,,
1.667076,1,0.6889967,,0,0,56.33219,,46.09159,57.88044,205.6412,,50,50,150,,
1.678177,1,0.7000971,,0,0,57.66922,,48.24219,58.23528,207.0511,,50,50,150,,
1.689276,1,0.7111962,,0,0,59.03414,,50.32725,58.5968,208.4039,,50,50,150,,
1.700424,1,0.7223439,,0,0,60.42461,,52.31409,58.95178,209.713,,50,50,150,,
1.711582,1,0.733503,,0,0,61.77222,,54.12517,59.2919,210.9299,,50,50,150,,
1.722641,1,0.7445615,,0,0,63.11325,,55.86678,59.62814,212.098,,50,50,150,,
1.733776,1,0.7556968,,0,0,64.36731,,57.49461,59.97243,213.1469,,50,50,150,,
1.74489,1,0.7668111,,0,0,65.55009,,59.08553,60.33289,214.0898,,50,50,150,,
1.756018,1,0.7779373,,0,0,66.74226,,60.64558,60.67908,215.0166,,50,50,150,,
1.767105,1,0.7890252,,0,0,67.93496,,62.12079,61.01891,215.9305,,50,50,150,,
1.778299,1,0.8002195,,0,0,69.14149,,63.55653,61.37035,216.8392,,50,50,150,,
1.789337,1,0.811258,,0,0,70.27607,,64.91545,61.72374,217.6669,,50,50,150,,
1.800539,1,0.8224581,,0,0,71.37366,,66.21732,62.0692,218.4509,,50,50,150,,
1.811617,1,0.833537,,0,0,72.38731,,67.40343,62.40149,219.161,,50,50,150,,
1.822725,1,0.844645,,0,0,73.38947,,68.5592,62.72322,219.8548,,50,50,150,,
1.833767,1,0.8556876,,0,0,74.35492,,69.67175,63.03276,220.5112,,50,50,150,,
1.844931,1,0.8668497,,0,0,75.26238,,70.71696,63.33948,221.1146,,50,50,150,,
1.856007,1,0.8779271,,0,0,76.11821,,71.68978,63.63544,221.6771,,50,50,150,,
