Name:,Test Input,
Type:,Fitts's Law Simulation ,
Hand:,right,
Gain:,3,
,
Total Time,Cube Number,Time for Cube,,Number of Collisions,Time Colliding,Distance,,Player X,Player Y,Player Z,,Cube X,Cube Y, Cube Z,,
1.867134,1,0.8890536,,0,0,76.90642,,72.53104,63.90132,222.206,,50,50,150,,
1.878366,1,0.9002864,,0,0,77.71868,,73.31328,64.13563,222.7796,,50,50,150,,
1.889294,1,0.9112136,,0,0,78.49254,,73.97141,64.31962,223.358,,50,50,150,,
1.900492,1,0.9224125,,0,0,79.23276,,74.61252,64.49734,223.9045,,50,50,150,,
1.911596,1,0.9335168,,0,0,79.91483,,75.17769,64.64172,224.4183,,50,50,150,,
1.922693,1,0.9446135,,0,0,80.60091,,75.73808,64.77342,224.9387,,50,50,150,,
1.933796,1,0.9557154,,0,0,81.32144,,76.26936,64.88371,225.5088,,50,50,150,,
1.945042,1,0.9669608,,0,0,82.02869,,76.74108,64.95612,226.0916,,50,50,150,,
1.955969,1,0.9778878,,0,0,82.72891,,77.18172,64.99722,226.6832,,50,50,150,,
1.967056,1,0.988976,,0,0,83.37545,,77.58882,65.00916,227.2337,,50,50,150,,
1.978292,1,1.000211,,0,0,83.97036,,77.98894,64.9956,227.7353,,50,50,150,,
1.989309,1,1.011229,,0,0,84.51847,,78.34401,64.95356,228.2073,,50,50,150,,
2.000456,1,1.022375,,0,0,85.04736,,78.66302,64.91587,228.6702,,50,50,150,,
2.011566,1,1.033486,,0,0,85.54041,,78.91969,64.85737,229.1206,,50,50,150,,
2.022697,1,1.044618,,0,0,86.0715,,79.1632,64.80525,229.6154,,50,50,150,,
2.033731,1,1.055651,,0,0,86.63256,,79.40399,64.74004,230.1457,,50,50,150,,
2.044956,1,1.066876,,0,0,87.21846,,79.67175,64.66364,230.6946,,50,50,150,,
2.056076,1,1.077996,,0,0,87.81446,,79.96642,64.57662,231.246,,50,50,150,,
2.067154,1,1.089074,,0,0,88.41607,,80.30529,64.48351,231.7876,,50,50,150,,
2.078253,1,1.100172,,0,0,89.01604,,80.66193,64.38245,232.3216,,50,50,150,,
2.089321,1,1.111241,,0,0,89.54592,,80.9546,64.25221,232.808,,50,50,150,,
2.100395,1,1.122315,,0,0,90.02001,,81.16754,64.12762,233.2622,,50,50,150,,
2.111593,1,1.133513,,0,0,90.39806,,81.30011,63.97464,233.647,,50,50,150,,
2.122688,1,1.144609,,0,0,90.70074,,81.42637,63.83461,233.95,,50,50,150,,
2.133757,1,1.155677,,0,0,90.88058,,81.55823,63.6857,234.1193,,50,50,150,,
2.145029,1,1.16695,,0,0,91.06145,,81.71528,63.52845,234.2811,,50,50,150,,
2.156015,1,1.177935,,0,0,91.24729,,81.85561,63.3676,234.4547,,50,50,150,,
2.167154,1,1.189075,,0,0,91.38813,,81.92496,63.21903,234.604,,50,50,150,,
2.178286,1,1.200206,,0,0,91.45277,,81.90005,63.06223,234.7076,,50,50,150,,
2.189425,1,1.211345,,0,0,91.4139,,81.75043,62.89019,234.7482,,50,50,150,,
2.200495,1,1.222415,,0,0,91.39146,,81.59669,62.73941,234.8042,,50,50,150,,
2.211655,1,1.233575,,0,0,91.33264,,81.43556,62.58794,234.8233,,50,50,150,,
2.222664,1,1.244583,,0,0,91.29577,,81.32898,62.45917,234.8421,,50,50,150,,
2.233807,1,1.255727,,0,0,91.23625,,81.25141,62.34428,234.8235,,50,50,150,,
2.245003,1,1.266922,,0,0,91.17659,,81.18076,62.25007,234.799,,50,50,150,,
2.256008,1,1.277929,,0,0,91.21481,,81.13077,62.16869,234.8701,,50,50,150,,
2.267097,1,1.289018,,0,0,91.40441,,81.10062,62.11139,235.0931,,50,50,150,,
2.278288,1,1.300207,,0,0,91.64277,,81.06518,62.05424,235.3701,,50,50,150,,
2.289368,1,1.311287,,0,0,92.05431,,80.99965,61.96503,235.8479,,50,50,150,,
2.300451,1,1.322371,,0,0,92.40466,,80.9418,61.87966,236.256,,50,50,150,,
2.311714,1,1.333633,,0,0,92.68439,,80.85265,61.75386,236.6046,,50,50,150,,
2.322769,1,1.344689,,0,0,92.86447,,80.75877,61.62624,236.8478,,50,50,150,,
2.333817,1,1.355737,,0,0,92.93658,,80.67007,61.53093,236.9689,,50,50,150,,
2.345081,1,1.367001,,0,0,92.81,,80.52247,61.43782,236.8979,,50,50,150,,
2.35601,1,1.377929,,0,0,92.5815,,80.29427,61.34055,236.7467,,50,50,150,,
2.367268,1,1.389187,,0,0,92.14492,,79.94508,61.21712,236.4185,,50,50,150,,
2.378311,1,1.40023,,0,0,91.61308,,79.53114,61.08927,236.011,,50,50,150,,
2.389332,1,1.411251,,0,0,90.85805,,79.038,60.95054,235.3936,,50,50,150,,
2.400473,1,1.422393,,0,0,90.04268,,78.55637,60.81121,234.7074,,50,50,150,,
2.411697,1,1.433617,,0,0,89.07204,,78.04338,60.66381,233.867,,50,50,150,,
2.422731,1,1.444651,,0,0,88.04771,,77.51167,60.51882,232.9751,,50,50,150,,
2.433767,1,1.455688,,0,0,86.88091,,76.92748,60.37409,231.9487,,50,50,150,,
2.444942,1,1.466861,,0,0,85.65401,,76.32752,60.21074,230.8654,,50,50,150,,
2.456047,1,1.477968,,0,0,84.45404,,75.76603,60.04733,229.7975,,50,50,150,,
2.467142,1,1.489061,,0,0,83.20181,,75.24047,59.88803,228.6618,,50,50,150,,
2.4783,1,1.500219,,0,0,81.94942,,74.74652,59.7485,227.5131,,50,50,150,,
2.489365,1,1.511285,,0,0,80.6708,,74.25464,59.63203,226.3329,,50,50,150,,
2.500534,1,1.522455,,0,0,79.39356,,73.75112,59.52068,225.157,,50,50,150,,
2.51165,1,1.53357,,0,0,78.13628,,73.26472,59.43109,223.9938,,50,50,150,,
2.522623,1,1.544542,,0,0,76.8915,,72.77783,59.33749,222.8443,,50,50,150,,
2.5338,1,1.555721,,0,0,75.67453,,72.29968,59.24636,221.7207,,50,50,150,,
2.545002,1,1.566922,,0,0,74.47594,,71.85528,59.1811,220.6026,,50,50,150,,
2.556009,1,1.57793,,0,0,73.29186,,71.43418,59.13292,219.49,,50,50,150,,
2.567093,1,1.589014,,0,0,72.1588,,71.05889,59.11617,218.4128,,50,50,150,,
2.57836,1,1.600279,,0,0,71.06438,,70.72864,59.10162,217.3619,,50,50,150,,
2.589399,1,1.611319,,0,0,70.00416,,70.46514,59.11808,216.3221,,50,50,150,,
2.600473,1,1.622394,,0,0,68.95583,,70.22434,59.13281,215.2876,,50,50,150,,
2.611654,1,1.633574,,0,0,67.89993,,70.00343,59.13399,214.2404,,50,50,150,,
2.622709,1,1.64463,,0,0,66.8611,,69.78345,59.1533,213.2079,,50,50,150,,
2.633846,1,1.655766,,0,0,65.82696,,69.58826,59.1722,212.172,,50,50,150,,
2.64501,1,1.66693,,0,0,64.79185,,69.4015,59.19732,211.1308,,50,50,150,,
2.656034,1,1.677955,,0,0,63.7703,,69.23165,59.23476,210.0959,,50,50,150,,
2.667234,1,1.689154,,0,0,62.76659,,69.09531,59.26481,209.0693,,50,50,150,,
2.678299,1,1.700219,,0,0,61.81175,,68.96848,59.29293,208.0907,,50,50,150,,
2.689375,1,1.711296,,0,0,60.911,,68.88032,59.33232,207.1541,,50,50,150,,
2.700521,1,1.722441,,0,0,60.04324,,68.82111,59.35679,206.2442,,50,50,150,,
2.711643,1,1.733564,,0,0,59.26324,,68.80065,59.37119,205.4152,,50,50,150,,
2.722738,1,1.744658,,0,0,58.53548,,68.7987,59.38403,204.6347,,50,50,150,,
2.733807,1,1.755727,,0,0,57.85477,,68.81636,59.39685,203.8964,,50,50,150,,
2.744978,1,1.766898,,0,0,57.21249,,68.84818,59.39318,203.1957,,50,50,150,,
2.756031,1,1.777951,,0,0,56.62719,,68.87769,59.38097,202.5573,,50,50,150,,
2.767208,1,1.789128,,0,0,56.12889,,68.91193,59.3562,202.012,,50,50,150,,
2.778337,1,1.800258,,0,0,55.67431,,68.95557,59.32688,201.5104,,50,50,150,,
2.789396,1,1.811316,,0,0,55.26976,,69.03271,59.28521,201.0518,,50,50,150,,
2.800518,1,1.822437,,0,0,54.89302,,69.14771,59.24415,200.6078,,50,50,150,,
2.811728,1,1.833648,,0,0,54.56481,,69.29293,59.18652,200.2067,,50,50,150,,
2.822735,1,1.844654,,0,0,54.26136,,69.42796,59.0863,199.8426,,50,50,150,,
2.833889,1,1.855809,,0,0,53.979,,69.52048,58.97619,199.5188,,50,50,150,,
2.845064,1,1.866985,,0,0,53.70944,,69.54621,58.84666,199.2381,,50,50,150,,
2.856071,1,1.877991,,0,0,53.39811,,69.51809,58.70381,198.9351,,50,50,150,,
2.867411,1,1.889331,,0,0,53.01786,,69.415,58.54074,198.5902,,50,50,150,,
2.878363,1,1.900283,,0,0,52.61182,,69.30452,58.37872,198.2197,,50,50,150,,
2.88941,1,1.911329,,0,0,52.16431,,69.18719,58.21557,197.8066,,50,50,150,,
2.900528,1,1.922448,,0,0,51.72544,,69.10027,58.05868,197.3894,,50,50,150,,
2.911732,1,1.933651,,0,0,51.3038,,69.05142,57.9166,196.9729,,50,50,150,,
2.922735,1,1.944655,,0,0,50.87129,,69.01405,57.784,196.5378,,50,50,150,,
2.933878,1,1.955798,,0,0,50.4432,,68.96952,57.67096,196.1067,,50,50,150,,
2.945189,1,1.967109,,0,0,49.97822,,68.89388,57.55396,195.6485,,50,50,150,,
2.956083,1,1.978004,,0,0,49.48775,,68.79594,57.44668,195.1696,,50,50,150,,
2.967161,1,1.989081,,0,0,48.9464,,68.67194,57.34838,194.6443,,50,50,150,,
2.978359,1,2.000278,,0,0,48.36388,,68.53043,57.25367,194.0803,,50,50,150,,
2.989475,1,2.011395,,0,0,47.74828,,68.3623,57.16439,193.4902,,50,50,150,,
3.000576,1,2.022496,,0,0,47.13317,,68.20055,57.07005,192.8986,,50,50,150,,
3.011641,1,2.033561,,0,0,46.48989,,68.03189,56.98622,192.2771,,50,50,150,,
3.022774,1,2.044693,,0,0,45.83019,,67.85236,56.89211,191.6437,,50,50,150,,
3.033953,1,2.055873,,0,0,45.16833,,67.65522,56.80618,191.014,,50,50,150,,
3.045044,1,2.066963,,0,0,44.53435,,67.44978,56.74217,190.4148,,50,50,150,,
3.056076,1,2.077995,,0,0,43.88679,,67.21697,56.67246,189.8134,,50,50,150,,
3.067257,1,2.089177,,0,0,43.23025,,66.9508,56.60774,189.2156,,50,50,150,,
3.078438,1,2.100357,,0,0,42.57583,,66.6815,56.54244,188.6216,,50,50,150,,
3.089447,1,2.111366,,0,0,41.94012,,66.41066,56.48015,188.0483,,50,50,150,,
3.100618,1,2.122537,,0,0,41.34296,,66.17264,56.42626,187.5019,,50,50,150,,
3.11171,1,2.133629,,0,0,40.81152,,65.99223,56.39592,186.9989,,50,50,150,,
3.122765,1,2.144683,,0,0,40.3221,,65.86443,56.38947,186.5153,,50,50,150,,
3.133858,1,2.155778,,0,0,39.86721,,65.76891,56.38902,186.0544,,50,50,150,,
3.145021,1,2.166942,,0,0,39.47533,,65.71872,56.40495,185.6399,,50,50,150,,
3.156103,1,2.178024,,0,0,39.08036,,65.6542,56.41924,185.228,,50,50,150,,
3.167294,1,2.189213,,0,0,38.69067,,65.56011,56.42391,184.8365,,50,50,150,,
3.178423,1,2.200342,,0,0,38.29821,,65.44103,56.4234,184.4538,,50,50,150,,
3.18948,1,2.211399,,0,0,37.90108,,65.28014,56.40754,184.0874,,50,50,150,,
3.200598,1,2.222517,,0,0,37.4996,,65.10549,56.37183,183.726,,50,50,150,,
3.211788,1,2.233707,,0,0,37.09389,,64.91222,56.32812,183.3697,,50,50,150,,
3.222836,1,2.244756,,0,0,36.67315,,64.71883,56.26591,183.0002,,50,50,150,,
3.233961,1,2.255881,,0,0,36.23358,,64.51638,56.20692,182.6132,,50,50,150,,
3.245031,1,2.266952,,0,0,35.76266,,64.3138,56.13479,182.1939,,50,50,150,,
3.256191,1,2.278111,,0,0,35.28831,,64.11012,56.04682,181.7743,,50,50,150,,
3.267241,1,2.28916,,0,0,34.8124,,63.89113,55.93829,181.3636,,50,50,150,,
3.278425,1,2.300346,,0,0,34.35426,,63.69222,55.83663,180.9624,,50,50,150,,
3.289463,1,2.311384,,0,0,33.89679,,63.51497,55.74324,180.5508,,50,50,150,,
3.300638,1,2.322559,,0,0,33.44699,,63.3547,55.66039,180.1382,,50,50,150,,
3.311758,1,2.333677,,0,0,32.9869,,63.19802,55.58236,179.7117,,50,50,150,,
3.322788,1,2.344707,,0,0,32.51808,,63.02179,55.49944,179.2851,,50,50,150,,
3.333946,1,2.355866,,0,0,32.05095,,62.81595,55.40953,178.8748,,50,50,150,,
3.345123,1,2.367043,,0,0,31.57762,,62.55019,55.30157,178.4874,,50,50,150,,
3.356173,1,2.378093,,0,0,31.10101,,62.27308,55.18938,178.1019,,50,50,150,,
3.367277,1,2.389198,,0,0,30.57563,,61.96687,55.07581,177.6749,,50,50,150,,
3.378513,1,2.400433,,0,0,30.05291,,61.67476,54.97536,177.2419,,50,50,150,,
3.389559,1,2.411478,,0,0,29.5042,,61.37216,54.86062,176.787,,50,50,150,,
3.40069,1,2.42261,,0,0,28.95454,,61.06096,54.75441,176.3328,,50,50,150,,
3.411819,1,2.433739,,0,0,28.38106,,60.72342,54.6433,175.8637,,50,50,150,,
3.42284,1,2.444761,,0,0,27.77967,,60.33642,54.52752,175.3844,,50,50,150,,
3.433924,1,2.455844,,0,0,27.16446,,59.91672,54.3895,174.9058,,50,50,150,,
3.445147,1,2.467066,,0,0,26.53782,,59.48922,54.24717,174.4166,,50,50,150,,
3.456114,1,2.478034,,0,0,25.91755,,59.09833,54.11481,173.9167,,50,50,150,,
3.467171,1,2.489091,,0,0,25.30376,,58.75136,53.98803,173.4049,,50,50,150,,
3.478394,1,2.500314,,0,0,24.68308,,58.43853,53.86839,172.871,,50,50,150,,
3.489452,1,2.511372,,0,0,24.06684,,58.16614,53.76542,172.3237,,50,50,150,,
3.500601,1,2.522521,,0,0,23.44836,,57.87897,53.66857,171.7782,,50,50,150,,
3.511833,1,2.533753,,0,0,22.82425,,57.59353,53.57066,171.2258,,50,50,150,,
3.522871,1,2.544791,,0,0,22.20284,,57.29588,53.4771,170.6796,,50,50,150,,
3.533953,1,2.555873,,0,0,21.57668,,57.00476,53.38779,170.1248,,50,50,150,,
3.545195,1,2.567116,,0,0,20.95061,,56.73005,53.29758,169.5643,,50,50,150,,
3.556181,1,2.578101,,0,0,20.33473,,56.45429,53.22872,169.011,,50,50,150,,
3.567263,1,2.589183,,0,0,19.71984,,56.19537,53.16122,168.4525,,50,50,150,,
3.57847,1,2.600391,,0,0,19.11613,,55.94923,53.09396,167.9014,,50,50,150,,
3.589481,1,2.611402,,0,0,18.54003,,55.73326,53.04548,167.3663,,50,50,150,,
3.600685,1,2.622605,,0,0,17.97291,,55.52581,52.9939,166.8383,,50,50,150,,
3.611717,1,2.633638,,0,0,17.42736,,55.33731,52.95083,166.3254,,50,50,150,,
3.622782,1,2.644702,,0,0,16.91131,,55.18319,52.93619,165.8274,,50,50,150,,
3.633896,1,2.655817,,0,0,16.3798,,55.04686,52.91283,165.3082,,50,50,150,,
3.64513,1,2.667051,,0,0,15.84893,,54.93318,52.90608,164.7786,,50,50,150,,
3.656231,1,2.678152,,0,0,15.32651,,54.82603,52.90198,164.2545,,50,50,150,,
3.667259,1,2.68918,,0,0,14.8208,,54.71842,52.8849,163.7503,,50,50,150,,
3.678394,1,2.700315,,0,0,14.3417,,54.62815,52.86736,163.2681,,50,50,150,,
3.689489,1,2.711409,,0,0,13.91155,,54.58155,52.85036,162.8225,,50,50,150,,
3.700665,1,2.722585,,0,0,13.47515,,54.54601,52.82108,162.3675,,50,50,150,,
3.711744,1,2.733664,,0,0,13.04006,,54.51953,52.7906,161.9092,,50,50,150,,
3.722769,1,2.744689,,0,0,12.60296,,54.49641,52.76838,161.4435,,50,50,150,,
3.733946,1,2.755866,,0,0,12.15791,,54.46383,52.72786,160.9749,,50,50,150,,
3.745111,1,2.767032,,0,0,11.73011,,54.4278,52.68209,160.526,,50,50,150,,
3.756151,1,2.778072,,0,0,11.33134,,54.41256,52.63502,160.0988,,50,50,150,,
3.767296,1,2.789217,,0,0,10.92235,,54.40453,52.55976,159.6615,,50,50,150,,
3.778502,1,2.800422,,0,0,10.51894,,54.39881,52.49549,159.2234,,50,50,150,,
3.789499,1,2.811419,,0,0,10.12369,,54.39503,52.4176,158.7936,,50,50,150,,
3.800619,1,2.82254,,0,0,9.754277,,54.38486,52.34509,158.3916,,50,50,150,,
3.811789,1,2.833709,,0,0,9.411283,,54.37972,52.29524,158.0076,,50,50,150,,
3.822918,1,2.844838,,0,0,9.057423,,54.37487,52.21948,157.6139,,50,50,150,,
3.833958,1,2.855877,,0,0,8.709172,,54.36229,52.14877,157.2252,,50,50,150,,
3.845123,1,2.867044,,1,0.01116646,8.334693,,54.33666,52.06067,156.8128,,50,50,150,,
3.856205,1,2.878126,,1,0.02224881,7.955323,,54.30994,51.96914,156.3902,,50,50,150,,
3.867334,1,2.889256,,1,0.03337798,7.538225,,54.25806,51.87758,155.9303,,50,50,150,,
3.878464,1,2.900383,,1,0.04450592,7.113315,,54.18828,51.78425,155.4657,,50,50,150,,
3.889503,1,2.911425,,1,0.0555473,6.69167,,54.08965,51.69621,155.0176,,50,50,150,,
3.900637,1,2.922557,,1,0.06667939,6.251101,,53.9645,51.59935,154.5608,,50,50,150,,
3.91177,1,2.93369,,1,0.07781269,5.761369,,53.79963,51.47916,154.0704,,50,50,150,,
3.922869,1,2.944788,,1,0.08891089,5.221163,,53.59511,51.35608,153.5351,,50,50,150,,
3.933962,1,2.955881,,1,0.100004,4.663764,,53.37272,51.22818,152.9778,,50,50,150,,
3.945074,1,2.966995,,1,0.1111173,4.083002,,53.12259,51.09803,152.3905,,50,50,150,,
3.956198,1,2.978119,,1,0.1222416,3.547784,,52.88465,50.98109,151.8174,,50,50,150,,
3.967274,1,2.989194,,1,0.1333168,3.064636,,52.66138,50.87309,151.2437,,50,50,150,,
3.978456,1,3.000378,,1,0.1445004,2.643949,,52.43895,50.76233,150.6789,,50,50,150,,
3.989521,1,3.011441,,1,0.1555632,2.315197,,52.21283,50.67042,150.1187,,50,50,150,,
4.000654,1,3.022575,,1,0.1666973,2.111227,,51.9841,50.57486,149.5639,,50,50,150,,
4.011806,1,3.033726,,1,0.1778489,2.069501,,51.76737,50.49719,149.045,,50,50,150,,
4.022844,1,3.044765,,1,0.1888878,2.178027,,51.59464,50.46138,148.59,,50,50,150,,
4.033955,1,3.055876,,1,0.1999982,2.368006,,51.45393,50.42644,148.1802,,50,50,150,,
4.045132,1,3.067052,,1,0.2111742,2.565715,,51.34877,50.39196,147.8529,,50,50,150,,
4.056206,1,3.078127,,1,0.2222494,2.771325,,51.25092,50.36701,147.5544,,50,50,150,,
4.067368,1,3.089288,,1,0.2334108,2.940784,,51.18122,50.3678,147.3321,,50,50,150,,
4.078436,1,3.100356,,1,0.244479,3.094198,,51.1352,50.37805,147.1465,,50,50,150,,
4.089563,1,3.111484,,1,0.2556064,3.222571,,51.16579,50.41437,147.0244,,50,50,150,,
4.100708,1,3.122629,,1,0.2667512,3.339234,,51.26472,50.45537,146.9433,,50,50,150,,
4.111832,2,0.01112258,,0,0,58.04439,,51.43859,50.56384,146.8869,,0,50,120,,
4.122866,2,0.02215665,,0,0,58.17529,,51.61868,50.597,146.8239,,0,50,120,,
4.133995,2,0.03328606,,0,0,58.27239,,51.75996,50.62624,146.7616,,0,50,120,,
4.14514,2,0.04443131,,0,0,58.37896,,51.8954,50.62766,146.7316,,0,50,120,,
4.156195,2,0.05548562,,0,0,58.47431,,52.00289,50.62431,146.7312,,0,50,120,,
4.167355,2,0.06664672,,0,0,58.53812,,52.07099,50.5922,146.739,,0,50,120,,
4.178524,2,0.07781587,,0,0,58.61454,,52.1523,50.54201,146.749,,0,50,120,,
4.18955,2,0.08884117,,0,0,58.74715,,52.26842,50.51574,146.8137,,0,50,120,,
4.200642,2,0.099934,,0,0,58.92815,,52.4161,50.51497,146.9224,,0,50,120,,
4.211763,2,0.1110549,,0,0,59.19427,,52.59916,50.56318,147.1472,,0,50,120,,
4.22282,2,0.1221116,,0,0,59.54034,,52.77206,50.75084,147.5608,,0,50,120,,
4.233936,2,0.1332286,,0,0,59.93464,,53.02629,50.81938,147.9231,,0,50,120,,
4.245125,2,0.1444165,,0,0,60.46147,,53.35972,50.95119,148.4152,,0,50,120,,
4.256187,2,0.1554801,,0,0,61.01636,,53.69634,51.16684,148.9541,,0,50,120,,
4.267294,2,0.1665851,,0,0,61.64369,,54.04498,51.38482,149.617,,0,50,120,,
4.278519,2,0.1778113,,0,0,62.24944,,54.32479,51.62348,150.3509,,0,50,120,,
4.289581,2,0.1888727,,0,0,62.81928,,54.50067,51.85266,151.185,,0,50,120,,
4.30069,2,0.1999816,,0,0,63.35896,,54.63316,52.06617,152.0204,,0,50,120,,
4.311756,2,0.2110476,,0,0,63.91242,,54.74271,52.29512,152.9054,,0,50,120,,
4.32283,2,0.2221212,,0,0,64.49593,,54.86519,52.54536,153.8091,,0,50,120,,
4.334017,2,0.2333089,,0,0,65.1179,,55.01287,52.8096,154.728,,0,50,120,,
4.345198,2,0.244489,,0,0,65.74651,,55.15625,53.08133,155.6496,,0,50,120,,
4.356258,2,0.2555494,,0,0,66.33862,,55.28325,53.33524,156.5164,,0,50,120,,
4.367374,2,0.2666659,,0,0,66.8642,,55.38534,53.57549,157.2894,,0,50,120,,
4.378441,2,0.2777326,,0,0,67.36874,,55.46923,53.84186,158.0388,,0,50,120,,
4.389563,2,0.2888538,,0,0,67.80021,,55.47485,54.1551,158.7575,,0,50,120,,
4.400694,2,0.2999849,,0,0,68.14915,,55.38573,54.4949,159.4528,,0,50,120,,
4.411806,2,0.3110972,,0,0,68.31879,,55.09477,54.81864,160.1099,,0,50,120,,
4.422838,2,0.3221291,,0,0,68.37011,,54.56527,55.13601,160.8745,,0,50,120,,
4.433958,2,0.3332507,,0,0,68.37167,,53.91219,55.40186,161.7011,,0,50,120,,
4.445108,2,0.3444001,,0,0,68.22439,,53.04073,55.60591,162.542,,0,50,120,,
4.456274,2,0.3555648,,0,0,68.08009,,52.16547,55.80493,163.3586,,0,50,120,,
4.467316,2,0.366607,,0,0,67.89207,,51.18679,55.9622,164.2007,,0,50,120,,
4.478456,2,0.3777485,,0,0,67.67523,,50.12058,56.08907,165.0643,,0,50,120,,
4.489544,2,0.3888358,,0,0,67.34048,,48.83574,56.14466,165.9571,,0,50,120,,
4.500675,2,0.3999662,,0,0,66.95146,,47.42194,56.13964,166.8611,,0,50,120,,
4.511812,2,0.4111034,,0,0,66.3937,,45.70026,56.04258,167.7818,,0,50,120,,
4.522823,2,0.4221153,,0,0,65.68733,,43.76683,55.86904,168.6297,,0,50,120,,
4.533968,2,0.4332593,,0,0,64.96477,,41.77435,55.65873,169.4298,,0,50,120,,
4.545149,2,0.4444412,,0,0,64.19366,,39.69224,55.38821,170.1629,,0,50,120,,
4.556187,2,0.4554794,,0,0,63.47472,,37.64987,55.14518,170.8434,,0,50,120,,
4.567348,2,0.4666407,,0,0,62.73266,,35.64153,54.90874,171.3904,,0,50,120,,
4.578505,2,0.4777967,,0,0,61.98671,,33.70784,54.68635,171.809,,0,50,120,,
4.589544,2,0.4888359,,0,0,61.15842,,31.82661,54.50006,172.0305,,0,50,120,,
4.600727,2,0.5000197,,0,0,60.31839,,29.96346,54.33583,172.1699,,0,50,120,,
4.611755,2,0.5110467,,0,0,59.40319,,28.11536,54.20908,172.1589,,0,50,120,,
4.622889,2,0.52218,,0,0,58.49919,,26.29584,54.13246,172.0923,,0,50,120,,
4.634007,2,0.5332975,,0,0,57.62743,,24.48444,54.07521,172.0079,,0,50,120,,
4.64521,2,0.5445024,,0,0,56.72317,,22.66455,54.04031,171.8412,,0,50,120,,
4.656271,2,0.5555626,,0,0,55.86573,,20.8384,54.02644,171.6772,,0,50,120,,
4.667305,2,0.5665969,,0,0,55.04417,,19.0556,54.03816,171.4824,,0,50,120,,
4.678593,2,0.5778848,,0,0,54.2897,,17.30313,54.05748,171.2982,,0,50,120,,
4.689589,2,0.5888793,,0,0,53.55972,,15.60942,54.13264,171.0677,,0,50,120,,
4.700672,2,0.5999637,,0,0,52.84377,,14.00446,54.2233,170.779,,0,50,120,,
4.711805,2,0.611097,,0,0,52.12367,,12.4778,54.32992,170.4225,,0,50,120,,
4.722977,2,0.6222678,,0,0,51.395,,10.97888,54.42623,170.0132,,0,50,120,,
4.733995,2,0.6332875,,0,0,50.66583,,9.462685,54.50335,169.5702,,0,50,120,,
4.74518,2,0.6444723,,0,0,49.92152,,7.981164,54.54771,169.0691,,0,50,120,,
4.756279,2,0.6555703,,0,0,49.19436,,6.575349,54.58733,168.5367,,0,50,120,,
4.76733,2,0.6666219,,0,0,48.45916,,5.309357,54.64812,167.9426,,0,50,120,,
4.778559,2,0.677851,,0,0,47.77648,,4.156358,54.72438,167.3603,,0,50,120,,
4.789577,2,0.6888688,,0,0,47.15862,,3.151808,54.83734,166.8039,,0,50,120,,
4.800739,2,0.7000309,,0,0,46.59515,,2.180681,54.96019,166.279,,0,50,120,,
4.811892,2,0.7111841,,0,0,46.08649,,1.307488,55.09476,165.7854,,0,50,120,,
4.822985,2,0.7222772,,0,0,45.59445,,0.516123,55.20974,165.2929,,0,50,120,,
4.833986,2,0.7332786,,0,0,45.13072,,-0.232296,55.31434,164.8161,,0,50,120,,
4.845106,2,0.7443976,,0,0,44.74795,,-0.8972875,55.4074,164.411,,0,50,120,,
4.856209,2,0.7555004,,0,0,44.43275,,-1.554974,55.51218,164.0621,,0,50,120,,
4.867542,2,0.7668349,,0,0,44.22112,,-2.154772,55.63382,163.8078,,0,50,120,,
4.878441,2,0.7777321,,0,0,44.07734,,-2.73217,55.76077,163.6138,,0,50,120,,
4.889484,2,0.7887754,,0,0,44.05545,,-3.245189,55.90871,163.5366,,0,50,120,,
4.900654,2,0.7999448,,0,0,44.06366,,-3.725222,56.06561,163.4849,,0,50,120,,
4.911879,2,0.8111696,,0,0,44.14188,,-4.123363,56.24709,163.5026,,0,50,120,,
4.922806,2,0.8220981,,0,0,44.24911,,-4.4498,56.40249,163.5568,,0,50,120,,
4.933975,2,0.8332679,,0,0,44.36807,,-4.761139,56.5554,163.6221,,0,50,120,,
4.945122,2,0.8444127,,0,0,44.48608,,-4.995458,56.71436,163.6918,,0,50,120,,
4.956165,2,0.8554568,,0,0,44.58024,,-5.188025,56.88095,163.7394,,0,50,120,,
4.967295,2,0.8665857,,0,0,44.67837,,-5.290824,57.05709,163.7991,,0,50,120,,
4.978537,2,0.8778282,,0,0,44.77383,,-5.438999,57.29373,163.8396,,0,50,120,,
4.989584,2,0.8888759,,0,0,44.77763,,-5.500417,57.52073,163.7975,,0,50,120,,
5.000643,2,0.8999353,,0,0,44.72087,,-5.536573,57.76693,163.6918,,0,50,120,,
5.011784,2,0.9110754,,0,0,44.54938,,-5.529862,57.99442,163.4759,,0,50,120,,
5.022909,2,0.9222009,,0,0,44.29897,,-5.506112,58.20789,163.1823,,0,50,120,,
5.033978,2,0.9332684,,0,0,43.98842,,-5.459214,58.41243,162.83,,0,50,120,,
5.045128,2,0.9444205,,0,0,43.54898,,-5.359645,58.5628,162.3611,,0,50,120,,
5.056229,2,0.9555199,,0,0,43.06118,,-5.241179,58.69265,161.8477,,0,50,120,,
5.067377,2,0.9666682,,0,0,42.44225,,-5.057395,58.79776,161.2112,,0,50,120,,
5.078594,2,0.9778857,,0,0,41.75102,,-4.827661,58.86155,160.5131,,0,50,120,,
5.089561,2,0.9888534,,0,0,41.01163,,-4.585726,58.88122,159.775,,0,50,120,,
